,Label,Review
486,1,Great Read for All Women!!!!: This book just touches my soul as does the film adaptation. It is a story that pulls you into a world of self discovery that really invites you to reflect on your own life and have a little fun along with the drama!!
487,1,"lovely: Practical Magic is my first Alice Hoffman book. It's a fairly quick read, with just the right dynamic of magic and reality. Hoffman's writing is at times sensual and moody; others it is light and subtle. It's a stirring contrast. Hoffman has a real knack for romance, too. The way she describes the various loves of the Owens girls is raw, dramatic, yet not completely unrealistic.Awesome book. I read it in two sittings."
488,1,"""Plant lavender for luck. Fall in love whenever you can."": A beautiful and magical story about love and the bond between sisters, with the author\'s trademark mystical touch. One of my favourite books."
489,1,"Truly original: I read this book and I was hooked on Alice Hoffman's amazing writing ability. I love the way she brings out the moments in our ordinary, everyday lives that are extraordinary. Haven't seen the movie yet - I heard it wasn't very good, but then when do the movies ever live up to the book? Practical Magic has truly amazing characters and Hoffman's descriptions are just beautiful. Read this book and I guarantee it will become one of your favorites."
490,1,"I\'ve seen the film and it\'s the best.: As the book has not yet come out on the market I saw the film. Its humoristic, romantic and magic. Sandra Bullock does a good job as the ""I\'ll-never-fall-in-love-sister"" and she makes the movie live. I belive that the book is just as good as the movie, if not better as books offen are and when it comes out on the market I\'ll be the first to red it. I hope that you see the film or red the book, you\'ll love it."
491,1,"best Alice Hoffman book in my opinion: This book is so well written is just blew my mind. The descriptions of the setting and the placement of characters throughout the narrative is excellent, and the way in which Hoffman drawn you into the narrative, so gently and naturally, that you barely notice when you become so interested in the lives of the characters. Even the movie based on this book was good, so as far as that goes I think it's a good thing. I have read other of Hoffman's novels, but this one is the one that touched me the most, with the manifold personalities of the two sisters and their relationships and lives, pretty much perfect!"
492,1,"Great story: Simple, funny, all together great read if you have spare time. If you're a fan of Alice Hoffman you won't be disappointed with this novel."
493,1,"A Fascinating Novel, Replete with Miracles: Alice Hoffman uses a splendid narrative style to reveal how extraordinary life is. Her talent has captured me from the beginning till the end. This novel starts with telling us the Owens women had been blamed for everything that had gone wrong in their Massachusetts town. Gillian and Sally were two of them, one was beautiful and lazy whereas another one was very responsible. Their aunts encouraged them to practise witchery but what Gillian and Sally only wanted was to escape. Though they were seperated, but finally they\'re back together. Practical Magic not only describes withcery, but also the ""magical"" relationship between the Owen sisters.The novel is charming, funny and written in great rhythm. Once you start reading Practical Magic, it\'s hard to put it down because of the great narrative flow. The novel is as enchanting as the movie. Practical Magic is one of her best novels and you can\'t miss it."
494,1,"Intresting: I will confess I picked up the book because I liked the movie. While I found that they were very different, I think that its those differences that make both the movie and the book so good.I found this slightly slow to start with but by about page 75 I was having trouble putting it down and finally finished it a 1am in the morning.I am now looking forward to reading another of her novels and hope that I find the same depth of feeling in those."
495,1,"Magical, Mystical and Wonderful: This is one of my all time favorite books. I read it before it was made into a movie, and few books have touched me heart, soul and mind so completely.Hoffman has a great gift for weaving magic into her storytelling, quite literally. If you like kindness, empathy, and humanity in your supernatural tales, this is the book for you. The realism and everyday sincerity of this book is well represented by the term ""Practical Magic"".If your child loves Harry Potter and you\'ve developed a taste for witchcraft and magic, you MUST read this book. You\'ll fall in love."
496,1,"Great Book, But Very Different from the Movie: The author of this book personally told me that the book differed quite a bit from the movie, and she wasn\'t exaggerating. That is the reason I read it. The movie is one of my favorites. In the novel, the story focuses a lot more on the third generation, Sally\'s daughters. They really only appear as children in the movie. Although, I love Alice\'s books, in some ways, I liked the movie version better. It is so well done. However, it was great to read the book, because for me it expanded and deepened the story. I recommend it for everyone, whether or not you are a fan of the popular movie.Michael Travis Jasper, Author of the Novel ""To Be Chosen"""
497,1,I LOVED IT!: This book said alot of how my life is or how I believe life really is. I look for books like this one all the time. I read constantly and I love to find books that include (what I believe) the extras that most people don't know exist.
498,1,"I actually liked the movie better: This book was made into the recent movie with Sandra Bullock and Nicole Kidman. Rarely have I ever said that the movie was better than the book, but I think I'm going to have to make that statement in this case. The events in the movie and book were markedly different and I just liked the way they played out in the movie a bit better. Plus I felt that the book left out the theme that I felt was most important in the movie - the community of women coming together, united in a common goal, even though they had shunned the Owens women before. This part just isn't in the book at all. The Owenses take care of their problems all by themselves. But the book was good for itself, as long as you don't have the movie to compare it with."
499,1,"Great book, fun read!: Read this book on a cross-country road trip and it was really enjoyable. Couldn't wait to read the next segment when I switched off from driving. Great characters, great story, very engaging. Almost nothing like the film, but if you go into the book knowing that, you can enjoy both the film and the book based on their separate merits. Both have things to offer."
500,1,"Unlike some, I loved the book...hated the movie: I found TURTLE MOON and SECOND NATURE at a used book store and have been an Alice Hoffman fan ever since.PRACTICAL MAGIC is one my favorite Hoffman stories because of the quirky characters and off-beat plot.The movie, however, did the book no justice, except in the casting of Stockard Channing and Dianne Weist as the 'aunts.' They were dead on. Sandra Bullock and Nicole Kidman just didn't do it for me.If you want a good read for the beach or a stormy summer night, this book is for you. Hoffman continues to turn out quality work...she's one of the best.Enjoy!"
501,1,"Hoffman\'s best book: I\'ve read nearly all of Hoffman\'s work, and ""Practical Magic"" simply aces them all. The characters are well shaped, the story lovingly crafted and the writing style is evocative and lush. Those who snipe at the ""mistakes"" she makes in occult lore are missing the point. She\'s not out to write a textbook in witchcraft. Hoffman writes about the unseen and mystical events that hide beneath the mundane goings on of everyday life--and she does so with vivid imagination and unrestrained verve."
502,1,"Magical: I liked Practical Magic. It was a good book with great characters. I know it isn't a favorite of other people, but this book was a great window to the world of the Owens girls. Sally was amazing--as was Gillian. The great thing about this book was that the characters shifted so seamlessly and the plot was weaved so well into the book. I didn't want this book to end, but when it did, I realized reading it made me a better person"
503,1,"A Delight!: Once again, Alice Hoffman has given us a delightfully charming story that starts out as a fairy tale and becomes true life extraordinary. Her books are so magical,that once you begin, you are caught in a spell that doesn't allow you to put down the book until the last page has been turned."
504,1,"A beautiful, magical story: I've read several of Alice Hoffman's books and this has all of the elements I love. It's lush, sexy, funny, and sad. People don't just fall in love in Alice Hoffman's novels. They stop eating. Their hair changes color. This magic fills Practical Magic. Saw the movie? Terrible. Don't base your decision on whether or not to read this book on that movie."
505,1,"Whimsical perfection: Never before have I read a book been so beautiful as to bring tears to my eyes for no particular reason. All it takes it the turn of a perfect, poetic phrase and I'm gone, sniffling into an abyss of warm summers replete with Lemon Verbana and heat lightening. I can not recomend this story, a tender fairy tale constructed of true love and old fashioned folklore, enough."
506,1,wow this book was great!: i had watched the movie before i read the book! and the book and movie are so different from each other. the movie leaves out alot of details which the book has to make it more interesting and entertaining. i personally like both movie and book but i think the book if u like detail and well thought out ideas and stuff u should get the book than see the movie! this book was awsome so reality like written!!!!!! go buy it:)
507,1,Loved the Book... hated the movie: This is a great book and it is a real shame that the book got turned into some Hollywood poltergeist movie. The book is well written and a page turner.
508,1,"this is magic: i read this book a month ago.I couldn't put it down, and i didn't want it to end. I was really sad when it did. This is the best book I've ever read! It's so light in it's ways, so easy to understand, it is practicly Magic!! Hoffmann has given her readers a true gift in form of these characters. They are so wonderful. And you come to know and love them. And after Reading the book I started to read it again...That's how wonderful it was. I would recomend this at my strongest!!"
509,1,"Spellbinding. A book you could not put down.: This is the first time that I have read a Alice Hoffman book. I did not know she existed before the promo for the movie. I am now one of her biggest fans. Her style of writing is so refreshing. She spins a tale of adventure,hope, and everlasting love like no one has in a long time. There was never a dull moment in the book and the reader felt that they were a part of the story the whole time. Can't wait to see how they portrayed the charecters in the movie."
510,1,"A Great Book: Gripping, can't put the book down, detailed, exciting. I like how the book keeps adding new adventures, and held my interest to the very end. A great page turner."
511,1,"*!MAGICAL PAGE TURNER!*: I am in ninth grade english, and I have read this book in less than three days. Lemme just say, this is one heck of a book and one heck of a page turner! I really liked this book, because it told parts from all characters views. It's nice to follow Sally and Gillian from the time they lived with Aunt Frances and Aunt Jet to when Gillian falls head over heels with a science teacher and Sally has two daughters, Antonia and Kylie. This book is magnificent except for some bad words. GOOD BOOK!"
512,1,"Love it!: This is a great story written so well with love, lust and magic. The greatest theme throughout was; ""be careful what you wish for"" and what happens to women who would do anything to get a man. Great moments of those struggles we have between loving our siblings and wanting to bury them in a patch of lilacs."
513,1,"a fun, relaxing read: For centuries the Owens women have been the oddballs. They're the ones people cross the street to avoid...the Owens women are witches. Raised by their two aunts, Sally and Gillian Owens grow up to be polar opposites. Sally is always practical and straight-laced; most concerned with keeping the lives of her two daughters as normal as possible. Gillian, on the other hand, is a free spirit...perhaps a little too free at times.This story follows Sally and Gillian through their trials and tribulations with life, love, and death, and Hoffman's wonderful storytelling makes it, simply, magical! Wonderful twists and turns lurk around every corner of this funny, touching, and at times, dark story...brimming over with themes of compassion, redemption, and inner strength. Playing on every human emotion, Hoffman has struck absolute gold.If you've ever seen the movie,forget it, and pick up this wonderful book!"
514,1,"Excellent Guide: I visited Buenos Aires in May 1999. I found Bernhardson\'s review to be almost perfect in pointing out places to eat, sightsee, shop, and how to get there (or rather, how to obtain information on how to get there from the locals). Even his club recommendations were perfect for me - I was 19, and his description of one club\'s crowd as ""young and unpretentious"" proved to be true and exactly what I was looking for. Buenos Aires is a wonderful place to visit, and Bernhardson\'s guide is a must-have for any visitor."
515,1,"The ILISA Spanish language school recommends this book: We checked out all the guide books on Buenos Aires and this handy little guide is the best around. We run a Spanish language school in Buenos Aires and although an update would be welcome, you can't get a better book for just under $ 10."
516,1,"An excellent guide book for the city...: This book was an immense help in navigating an unfamiliar city. A few restaurants mentioned in book were closed and some names have changed, not surprising in a travel book. Hopefully it will be updated soon."
517,1,"Lyrical depth: Many ""spoken word performers"" put the performance before their words, think poetry equates to rhythmic screaming, and personally repulse me with their egoes. Ishle Yi Park is NOT of this ilk: Ishle\'s poetry, exquisitely and carefully crafted, reflects truth and beauty; the confusing complexity (call it contemporary negative capability) of family dynamics and racial relations for our generation. This book has so profoundly touched me I have given away several copies to my students, including one of my 11th graders who struggled because she never identified with herself in literature, much less understood poetry, until she read Ishle. I sent Ishle a copy of the essay this student wrote about ""The Temperature of This Water;"" not only did Ishle write back a beautiful and tearful letter of appreciation, she took time to meet with the girl when she was in San Francisco. Hence, my respect goes to Ms. Park for the lyrical sincerity she practices in her poetry and life."
518,1,"Accomplished poet: Ms. Park\'s poems and stories reveal her penetrating insight into the Asian-American experience, and into New York City\'s ever-changing melting pot. Her work is alive with empathy and honesty. In ""Anatomy of a Fish Store"" she shows a multi-dimensional understanding of the spectrum from her own background to her surroundings, and the interplay of many different ethnicities.As a teacher, I find her work very promising for use with high school or college-level students. Her authenticity, hipness and street-smarts are a natural for hard-to-reach teens to connect with. Her humanity and intelligence should make her work appealing to readers of all backgrounds."
519,1,"Love this.: I have to type 20 words so this will get published...bottom line, I am really glad I gave this product a shot...it does exactly what I wanted it to."
520,1,"A great read: This is the story of a crime in the last century in a rural part of Louisiana. But it is also much more. It includes a fine series of chapters explaining the history of the Acadian people (Begnaud was an Acadian in a whistle stop) and of all the major players and of Louisiana history. In a short set of chapters the author gives us both the history and the interest. By the end I was sorry to see it finish - but I learned a lot about both the ""crime of the century"" and also the context of the events. It was hard to put down - even when I came to the end. Arceneaux did a thorough history but also took care to make it a fascinating book."
521,1,"More Spark than Malice: A well woven tapestry of the history and sociology of the Acadians of Louisiana, the South in post reconstruction years, and the genealogy of the authors family all neatly tied together in the telling of the tale of a murder which at the time was an international sensation even though it took place in the back waters of Louisiana. William Arceneaux is a smooth talker in person and has proved himself a skillful writer and clever story teller. There is one vignette on euthanasia that you may not want to read because it will haunt you when you wake up in a dark room at 3 o'clock in the morning. This an entertaining, even educational, well conceived and organized book."
522,1,"Mighty compact Vacum: Great product for the price. This has great suction and ease of use. The only thing I don't care for is if you vacum for a long time, the machine tends to get too warm. Other than that I love it."
523,1,"Good Buy!: I bought this 3 years ago, and it still works fine until now. Honestly it exceeded my expectation this vacuum cleaner cleans very well with good suction, for all 3 different homes, one with tiles, one with carpet, and now laminate floor. I use it almost everyday, I lived in Miami and now reside Hawaii, we take home sand quite often. For the price I have no complain, although I'd like it better if the handle were adjustable, but that's not really a con. If mine were ever broken, I'd buy this very same thing again."
524,1,Good replacement: Bought this timer to replace the previous one I had for 10 years which finally gave out. This timer is Identical to my old one. Works great.
525,1,"enjoyable 5th: I don't know if this is the definitive version of Bruckner's 5th, but I really enjoy this release. The sound quality and balance are excellent. The reading is controlled, but dynamic. This has to be the most difficult Bruckner symphony to critique because it is definitely a most unusual work, but I love it! When I want to listen to the 5th from Bruckner, I usually pop this one into my player. The Thielemann 5th (on DG) is also excellent, but it is sadly not SACD even though the sonics are still excellent. If DG decides to release the Thielemann on SACD I will definitely buy it, but I would still keep this one."
526,1,"Great Value: I almost didn't buy this DVD when I saw the first review, but I have bought quite a number of titles in this Popflix series and I have always been pleased with them.This Cary Grant package is a great value. You get three of Grant's classic comedies for the price of one DVD. The quality is good. It's not up to contemporary film stanards, but these are after all 50 year old movies. Given their age, the quality is fine and it is about what you would expect.On the whole, it is an exceptional value and well worth acquiring.BR"
527,1,"Great Picture, Great sound: Before I bought this TV, I went to the consumer reports web site. This TV is listed as a best buy (for 32"" TVs) so I bought it. The picture is great, as is the sound. This TV has the high end flat screen, but is not cluttered with interesting buy relatively unuseful features like Picture in Picture (PIP loses coolness after 1 week). So what you get is a great TV for a great price."
528,1,"Nice little plant: I bought this plant for a new freshwater 20 gallon aquarium I set up at work. My African Dwarf frogs love it, and at least one is often hiding underneath the lower leaves. It is shorter than 8 inches (maybe if you stretched it out it would be that long). Other than that it looks great and I'm happy with it."
529,1,"Hardcore: This is one of the most ground breaking debuts albums that came out of the West coast underground in the early 90s. This album is not C-BO's best work, but a must have for all C-BO fans."
530,1,good listening: i have owned more than one copy of this cd. both were stolen. i would purchase it again.
531,1,THE SICCEST 1 EVER: EVERY SONG CRACKS ON THIS 1 JUST LIKE LYNCH C-BO SHOWS THE BESTRAPPERZ COME STRAIGHT FROM SAC-TOWN
532,1,pondmaster pump: Good durable pump. Works well if you have a sufficiently large filter so that you dont have to clean the filter frequently.
533,1,"Good pump for the price!: So far so good. Works better than any I have had from local Home Depot, PetSmart, etc.I use it to return water to top pond from bottom, and it works well."
534,1,"It is Poe.: Like other Poe volumes, some things aren't worth reading. He gets rather wordy on some of the pieces.Can't beat the price."
535,1,Just what I wanted: It had all of his greatest books like tell tale heart. And the table of contents worked just fine. I RECOMMEND for teachers.
536,1,"Great heavy reading: Only if you are into heavy reading do you want to hit on this. It is great but as with any great author, requires a good vocabulary"
537,1,"Good: It's a good version of some great works by a wonderful author. There are a few mistakes here and there, but I won't complain too much since it was free."
538,1,"2nd book of an good compilation of works: Since I'm a huge Edgar Allen Poe fan, this book was perfect as part of two others. My only criticism is that I wish all three (?) books could have been combined into one."
539,1,"Oh, Mr. Poe...: The best thing about this is that it was free. I love Edgar Allan Poe and his poetry/short stories, but it being free and portable on my Kindle makes it all the better."
540,1,"Poe is timeless: Love every story by Edgar Allan Poe. His work is timeless, his imagination is brilliant and his language is lush and rich. True masterpiece!"
541,1,Read your classics. Poe is one of the greats.: Great download and free too. Poe is just one of those amazing writers that everyone should read and on the kindle is a great way to catch up.
542,1,The works of Edgar Allan Poe volume 2: I have always been intrigued and captivated by Master Poe's works...I find these capable of still captivating and intriguing me...read on!!!!!
543,1,"A great writer.: Full of rich analogies, metaphors, and deep congruences... a great story, almost-real characters, and a poetic yet unpretentious prose style. Good science fiction, and good literature."
544,1,"Their best yet: The first time I listened to ""Lullabies"" was on an 11-hour flight to London so I had plenty of time to relax and let the music sink in. After my first listen, I couldn\'t believe what I had heard. The album seemed so boring and slow. After so much excitement from hearing Little Sister, I was incredibly disappointed. Yet I wanted to give it another shot. So I did, and I ended up listening to the album at least 15 times during my one week stay in Oxford.It\'s now my favorite QOTSA album. I used to think Rated R was their best, because it had the most diversity but I just think Lullabies is a more cohesive album, and a creepy one at that. It definitely has a grotesque, nightmarish quality to it. I really can\'t get enough of it. I was too quick to write it off, but it gets better with each listen. Favorite song: The Blood Is Love.For the full experience, listen to it in the darkest room you can find with a good pair of headphones. Mind blowing."
545,1,"A very good follow up to a great previous effort: While it doesn't have the hooks of Songs for the Deaf or the riskiness of Rated R, the new brew from Homme and crew does what its supposed to - make my neck sore, my hands crampinto permanent devil horns and my neighbors call the cops. There are plenty of gems on this disk, contrary to a previous review, but some will sparkle more for the die-hard fans than the newly baptised. Lullabies to Paralyze will probably bring more followers into the fold and undoubtedly they will find even more inspiration in the previous gospels of the Queens but it will not convert them as quickly or as plentifuly as did Songs for the Deaf, which owes thanks in part to three great singles, two great videos, and a hell of a lot of coverage by the media surrounding Grohl's much hyped return to the stool. As for those of us that have been here for a while, the dark forces of the desert rock are strong in this one and shall feed the masses until the next serving."
546,1,"new lineup - and it dont matter: stoner rock is great, although it is almost non-existent today, fine with me, i got all my kyuss and qotsa albums to feed my need for the desert blues!!! i heard the whole album, and must say that it will go down as another classic QOTSA albums. and its even better than songs for the dead, since it doesnt have those radio interruptions, which i sucessfully edited out with an mp3 editor.-i suggest getting your hands on; QOTSA self titles album, rated R, songs for the dead and to see where QOTSA came from, get yourself best of Kyuss album, where josh holmes was the lead guitars, and u will see that he pretty much keeps the same style on almost everything he lays his hands on.-desert sessions is also quite interesting glimpse of crazy rocknroll, since they record a whole album in less than a month, 9and10 were recorded in like a week or so.-what happened to nick? he was a craziest drug induced bassist -right next to nicky sixx"
547,1,"Killer new album: Don't believe all the hype that the Queens suck now because Nick Oliveri was fired from the band and now this album will be awful. While it is different than it's predecessors, heading even further in the direction of Songs For the Deaf as far as conception and overall sound, this album ROCKS. Just listen to songs like Little Sister, Medication, Tangled Up in Plaid, and the long space-outs Someone's In the Wolf and The Blood Is Love. Heady (and heavy) stuff!"
548,1,"This is the good stuff, come on y\'all, and take a little bit: For all of the NIN fans who think that ""change is good"", listen to how it\'s really done. After beginning to listen to ""Lullibies to Paralyze"", the first three tracks had me worried . But it would get better. Much better. If I were to rate tracks 4-13 only, they would easily get 5 stars. Up until ""Songs for the Deaf"", I really did think that Josh Homme, whom I have been a fan of since his beginnings with Kyuss, could do no wrong. I thought that half of ""Songs for the Deaf"" was killer, but there was half filler too. But with his new album, Homme realy does show that he is on top of his game as a songwriter. If you don\'t like this, you\'re just not getting it. Your loss. And as I fade away..."
549,1,"Get a clue: This cd is great, but the Amazon.com reviewer, Aidin Vaziri, is obviously not informed about the band of which he writes. If he were he would have known this is the FOURTH QOTSA release not the third. The band's releases in order are Queens of the Stone Age, Rated R, Songs for the Deaf and finally,Lullabies."
550,1,"Less Than SFTD but still Great: The Cd Starts off soft with ""this lullaby""then goes straight into ""medication""this is what Queens of the Stone Age isthey have guitars that either stay in one place or go everywherethey never take it in the middle it is either fast or slowand like in the next song ""everybody knows that your insane"" they do just thatgo slow in the beginning then switch to fasttheres not building up they just go fasternothing subtle here folksthe singer\'s vocals (if you havent heardgtg do the rest later"
551,1,"Paralyzingly Brilliant: This one took a few listens to appreciate and now is near impossible to stop listening to. It is brilliantly produced and the song-craftmanship is fantastic. There are so many different audio colors and tracks going on within each song that you can\'t possibly get everything on just 1, 2 or even 3 listens. The DVD version is a must as you get to see highlights of the album being made track by track. The songs are all fantastic and a bit more ""mature"" than their previous efforts. Some are really quite ""haunting"" in atmosphere - really unexpected at times, and very, very cool. The previous QOTSA CD\'s are all great albums, but this one is by far the most cohesive and well executed. Nick O. really is not missed at all except for his spastic vocals - I was surprised at this as he\'s been such a partner to Josh for so long. All in all a fantastic cd that is a must for your collection."
552,1,"A step behind ""songs for the deaf"" but yet quite good: Now QOTSA, is pure Homme, just Homme and nothing but Homme but im certain that QOTSA have been Homme since the genesis of the band and that collaborations from Olivieri and Lanegan and Grohl have just provided interesting elements to the music recorded in previous albums but ""the Queens"" basic element is definitelly Homme and this time ""Lullabies to Paralyze"" is the chance he have to prove that and he have done just fine, maybe not in the amazing way we knew before but fine, very enjoyable cuts we can appreciate here, ""burn the witch"" ,""Everybody Knows That You Are Insane"" and of course ""Little Sister"", it just worths the money spent for this cd, maybe for the next record Homme should recruit the formula included in ""Songs for the deaf"" and the result as we already know will be even betterHM"
553,1,"Very Good: What a great album. Someone's in the Wolf is an incredible song, as are Insane, Little Sister, In My Head, Plaid, and Burn the Witch. The album like mentioned above is a tale of two sides.After songs 2-8 is loses some steam, but those songs in and of itself make for a great album. While it does not hold the firepower of their debut(but not many do) it is superior to both Rated R and Songs for the Deaf.QOTSA are the most gifted hard rock band of today."
554,1,"Very Cool!: Okay, some of the long time fans of QOFTSA are not sold on this becase Oliveri is gone. While Oliveri is a great bass player I can honestly say I do not miss his ""death metal"" vocals. Granted this CD is different from ""Songs..."" but still great. It took me a couple of times through before this CD really struck a note with me. Now I really love it. Lullabies"" is not as heavy overall as ""Songs.."" but I feel as a whole these songs in a lot of ways are stronger. Check out ""Burn The Witch"". Listen to this tune a couple of times and you want be able to get it out of your head. Totally cool groove on this song. As I said it is different from ""Songs..."" but still very good. Check it out."
555,1,"i love this album!: This album has got a creepy quirky feel that I like about it. I actually get into this more than ""Songs for the deaf"", because I find it a bit less easy listening and more experimental, which is the stuff I like. While there may not be an anthemic ""no one knows"", tracks like ""medication"" ""little sister"" ""in my head"" the 2 haunting ""tangled up in plaid"" and ""someone\'s in the wolf"" and the gorgeous ""i never came"" certainly make up for it. I haven\'t listened to Rated R yet but am tempted to. Josh Holmes and the band rock. The departure of the other guy is not a problem for me. Quite on the contrary I enjoy more Josh\'s singing than Nick\'s screaming, and I don\'t think Queens have lost in bass...Dark, twisted, everybody knows that you\'re insane!!!!!!!"
556,1,"Troy is very underrated: It is an amazing album,i love it, the inclusion of troy takes the music to another level, buy it! Everybody knows that youre insane is out of this world!"
557,1,"Stone solid.: I was a Kyuss fan from back when and had the previous QOTSA album Songs For The Deaf, so I got this. I always thought of this album as the lesser of the two, but the more I hear it I think it\'s just as good. It\'s not really ""metal"" heavy, but there\'s a heaviness to it, some slow churning rock. I suppose that\'s why they\'re tossed into the stoner rock genre alot. They kind of epitomize it. The lone hit here ""Little Sister"" is actually one of my least fave songs. I wont go through the other tracks here, they are all mostly good. The title fits this record well."
558,1,"Overall a very good cd: Although it doesn\'t come out of the corner swinging like ""R"" and ""Songs For The Deaf"" it\'s a long round fighter so to speak, the longer you listen to it the more it knocks you out. Queens of the Stone age are one of those bands that has staying power, even after losing one of the founding members, Joshua Homme shows that he still has the touch. I recommend this cd to anyone who likes this style of music."
559,1,"QOTSA minus Nick........: is still good, but I think what made QOTSA so awesome in the first place was the diversity of the vocalists. Lets face it, Josh is a great singer, but he can't sing low and gritty like Mark and definately can't scream like Nick. The different vocals are what kept anything from sounding the same.Even though it is my least favorite QOTSA album, it is still great and has some amazing songs, the best being Tangled up in Plaid."
560,1,"It takes awhile to sink in, but once it does you\'re hooked!: When I first heard this album, I was like WTF?! Now I can\'t stop listening to it. One thing I find odd is how the song ""The Blood Is Love"" is getting somewhat poor reviews. In my opinion it is the best track on the album - I simply can\'t get it out of my head. I don\'t think it\'s possible to top ""Songs for the Deaf"", but this is a perfect step in another direction."
561,1,"Finally some new QoTSA: It took me 5 or 6 times to really get in the flow of this album, but after I let go of the fact that's it's quite different from their previous efforts, I'm finding a breadth of familar Queens and some great new sounds. The excellent lyrics and vocals of Tangled Up In Plaid and Broken Box, and the catchy guitar riffs of In My Head and Little Sister are just some of what I've dug so far. Good stuff."
562,1,"Be Patient With The Record, It Will Payoff: For you Queens fans, I\'m glad that they didn\'t make a ""Songs For The Deaf"" Part II. While ""SFTD"" was more of hard rock record, ""Lullabies"" incorporates a lot more different influences. ""Burn The Witch (Swamp Boogie), ""Someone\'s In The Wolf (Led Zeppelin), ""Broken Box"" (Love & Rockets !!) and the string of three hard rockers (Medication, Insane, & Tangled Up In Plaid). As usual, Josh\'s pyschedelic and Cream influences are splattered throughout the record.Complaints: ""In My Head"" and ""I Never Came"" are filler. ""Medication"" almost sounds like a ""Feel Good Song Of The Summer"" rewrite. Joey Castillo is still their worst drummer and his drums really have been mixed down in this record.It\'s great record to listen to at 1 in the morning. Be patient with the record as a whole and make sure you sit down and give the proper time to give it a good listen alone. Without a doubt, buy this record !!"
563,1,"Raises important issues and offers viable solutions: I read Robert Frank's book, Luxury Fever, right after finishing Barbara Kingsolver's new book, The Poisonwood Bible. I recommend both and I recommend reading them in this order. Kingsolver points out the callous and self-serving nature of middle and upper-class America in a very emotional way. Frank points out the same in a much more dispassionate way and then offers viable solutions. I found this book to be well-written, even-handed, thorough, and absorbing. I highly recommend it."
564,1,"Blessing: I'm a certified Nurse Midwife. Carolyn, my wife, is a labor and delivery nurse. We live with our daughter, Hilary, in Chinle, Arizona. Right in the middle of the great Navajo Nation. Dr. Organick's book truly captures the spirit and beauty of our area and the Navajo people. I found that from the moment i picked up this delightful book, i was unable to put it down. We have read quite a few books about our area of the world and especially about the Navajo people, but have found nothing that is as enjoyable or easy to read. We have sent copies to friends and relativies and will continue to do so. This is the best book we've found to give everyone a feel for a great area and a great people."
565,1,"Favorite train!: Our battery operated train is almost 20 years old! It still operates and looks brand new. We adopted two babies, and I have to buy one more so they stop fighting over it! Worth every penny. Batteries last a very very long time."
566,1,For a British Child: We purchased this book for our grandson who is British. It proved a superb explanation of the colonies with captivating illustrations to acquaint him with his heritage.
567,1,Nice for a boy or girl: I like this crib set alot. I bought it for my first baby. It is for a boy. The colors on this set are real nice but is more of a yellow and yellow-green then green. I was hoping for more green but I am still not disapointed.
568,1,"Fun for the not so rough kid: My daughter got this 9 months ago. She loves it, as does most of the neighbors. Because it is not made for overly rugged use, I have limited the size of kids on this bike. So far, the only thing that has fallen prey to the kids misuse was one of the plastic pipes on the side, which can be easily fixed. I would not recommend this for the child that likes to do stunts, as the wheel frames are made of plastic."
569,1,I've purchased Frommers for most of my adult life: This version was the usual reliable source of information. Yet I could not find one piece of important information in this book. We went through US Customs before our flight out of Calgary. My first experience with US Customs in another country. Please allow a little extra time before your flight for US Customs.
570,1,Water filter: Purchased the water filter and installed it per the instructions. I had a pre drilled hole in the granet. Works great. Easy to change the filters. I also signed up for the automated filter delivery. Every 6 months you receive a new one. Great reminder when it's time to change the filter.
571,1,"Great Gift.: I got this book for my wife who studies music and she liked it, it has a great variety. You might want some clips to keep it open on your music stand however, It would have been nice if it was a spiral bound book. Other than that no complaints, great gift."
572,1,"One of the best!: One of the best books ever written on the subject of divine healing, by one of the best authors ever! As with all books by A. Murray, the spotlight is on ""sanctification"" of the people of God in this book. Why do you want to be healed? What are you going to do with your healing? Be ready to have the Lord probe into your heart. Recently retitled ""Healing Secrets.""Randy"
573,1,"Excellent work on Divine healing: John G Lake mentions this book in his writings, so I was very interested in reading it for myself. I was not disappointed. Andrew Murray presents a scriptural basis for Divine healing. He believed that salvation is for the body as well the soul, healing and forgiveness go hand in hand. He presents Christ as healer, and our need to take Him at His word. It can be hard to take, but he does believe that more sickness than we may think, is used as discipline. However with repentance, healing comes. This is a great work on healing, and I recommend it to all who desire to see God glorified in the healing of the body."
574,1,Divine Healing by Andrew Murray: Great Book by a Great minister. teaching other about healing and how to obtain it. very much based on the Scriptures.
575,1,"NOIR FOR CONNOISSEURS!: It doesn\'t get any better than this. The delicious writing and cool, gritty ""look"" of the film is perfect. No one\'s more male, sexy or gorgeous than Richard Conte at his height, an icon of 1950\'s style and attitude, in love with a young, blonde femme fatale. But once she (Cornel Wilde\'s real wife Jean Wallace) finds out that he\'s married, God help him."
576,1,"Great movie for fans of film noir and cinematographer John Alton.: This is one of the gems of the film noir genre that is often overlooked. The best part of the movie is the incredible cinematography by John Alton. Also the cast, including a supporting role by Van Cleef, the ""good the bad and the ugly"" star who plays the bad in the legendary western. Great addition to anyones film noir collection."
577,1,Best of Film Noire: This is one of the very best of the genre. Right up there with the Maltese Falcon.
578,1,Turtle too much fun: With the exception of the hard plastic squeaker in the belly of the turtle (which we had successfully broken within 10 minutes) this toy is great. The strange shape causes a unique bounce. It's size makes it easy to carry. It is now our favorite toy.
